id,type,name,displayName,relApplicationToBusinessCapability,relApplicationToDataObject,relApplicationToITComponent:displayName,relApplicationToITComponent:activeFrom,relApplicationToITComponent:activeUntil,relApplicationToITComponent:costTotalAnnual,relApplicationToITComponent:description,relApplicationToITComponent:obsolescenceRiskComment,relApplicationToITComponent:obsolescenceRiskStatus,relApplicationToITComponent:serviceLevel,relApplicationToITComponent:technicalSuitability,relApplicationToProject,tags:GxP,tags:GD IT Teams,tags:Owned By,tags:Owning Function,tags:Business Domain,tags:Maturity Status,tags:Main Area,tags:PACE,tags:Business Unit,tags:Vendor,tags:LX PS WiP,tags:Region,tags:Other tags,relApplicationToUserGroup,maturityStatus,CMDB_SYS_ID,cmdbBizAppUrl,relToChild,functionalSuitability,technicalSuitability
20b73bda-8a45-4ec5-8b2f-6c24dc6224e0,Application,Sharepoint,Sharepoint,Foundational Capabilities;IOPS Enterprise Support / Absence Mgmt;IOPS Enterprise Support / Collaboration;IOPS Enterprise Support / Portfolio Mgmt;IOPS Product Development / Technical Transfer;IOPS Product Manufacturing / Operational Performance;IOPS Quality Assurance / Deviation Management;IOPS Supply Chain Management / B2B Collaboration,,CPP MPP Bot,,,,,,,,,,,,,,,,,,BDM,Microsoft,,,,BDM;Enterprise,,,,,,
20b73bda-8a45-4ec5-8b2f-6c24dc6224e0,Application,Sharepoint,Sharepoint,Foundational Capabilities;IOPS Enterprise Support / Absence Mgmt;IOPS Enterprise Support / Collaboration;IOPS Enterprise Support / Portfolio Mgmt;IOPS Product Development / Technical Transfer;IOPS Product Manufacturing / Operational Performance;IOPS Quality Assurance / Deviation Management;IOPS Supply Chain Management / B2B Collaboration,,TE Excursion Bot,,,,,,,,,,,,,,,,,,BDM,Microsoft,,,,BDM;Enterprise,,,,,,
4b7ca5f3-e74e-412b-85e0-cbbd507aed7e,Application,Sharp,Sharp,~Global Medical Affairs (GMA) / Operations & Execution / Externally Sponsored Research,,,,,,,,,,,,,,,,,,,,MA,,,,,ESR,,,,,appropriate,adequate
231ed34e-a864-4431-b1b3-4e04b8369e8e,Application,Shipping Tracker,Shipping Tracker,IOPS Supply Chain Management / Inbound / Outbound Transportation Management,,,,,,,,,,,,No,,,,,,IOPS,,,,,Global,,,,,,,insufficient,unreasonable
bad5352f-01cc-47b9-833d-5f88fa63e506,Application,Siemens Apogee Insight BAS - REN,Siemens Apogee Insight BAS - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
f266597b-5634-408e-a89e-bfac3d8bec5a,Application,Siemens Apogee Insight QBAS (REN),Siemens Apogee Insight QBAS (REN),IOPS Plant Management / Building Automation,,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
c792cf85-98aa-430f-aa9b-eaf4ebc3924e,Application,Siemens Desigo CC BAS (RHN),Siemens Desigo CC BAS (RHN),IOPS Plant Management / Building Automation,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
e468dbc5-42ad-4192-88d5-72b8eef8187a,Application,Siemens Desigo CC BAS (TL),Siemens Desigo CC BAS (TL),IOPS Plant Management / Building Automation,,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
21dd4510-3c60-4afb-943b-6b64b91376f9,Application,Siemens Desigo CC BAS - REN,Siemens Desigo CC BAS - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
145d18d0-9e30-424c-ad31-b5419281d848,Application,Siemens Desigo CC QBAS (REN),Siemens Desigo CC QBAS (REN),IOPS Plant Management / Building Automation,,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
2b78188a-4825-4d79-a420-39b5492c9896,Application,Siemens Desigo CC QBAS (TL),Siemens Desigo CC QBAS (TL),IOPS Plant Management / Building Automation,,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
8a79f70f-f287-4d3f-888c-2cf99e30c5db,Application,Siemens Desigo Insight BAS (RHN),Siemens Desigo Insight BAS (RHN),IOPS Plant Management / Building Automation,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
04eaf673-ecb6-4086-8e48-03711a2f2761,Application,Siemens Desigo Insight QBAS (RHN),Siemens Desigo Insight QBAS (RHN),IOPS Plant Management / Building Automation,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
f354af00-6f47-4c54-ba99-64e750b7a9d3,Application,SIERA GMP Data Warehouse,SIERA GMP Data Warehouse,,,,,,,,,,,,,Yes,,,,,,IOPS,,,,,Global,,,,,,,,
a2451c49-c74c-4498-a270-d70aea0894eb,Application,SIERA Non-GMP Data Warehouse,SIERA Non-GMP Data Warehouse,,,,,,,,,,,,,No,,,,,,IOPS,,,,,,,,,,,,,
d6e8202a-da37-4f5c-8cdd-cd62332935c2,Application,SIERA SQL Server Reporting Services (SSRS),SIERA SQL Server Reporting Services (SSRS),,,,,,,,,,,,,Yes,,,,,,IOPS,,,,,Global,,,,,,,,
6bc8bb60-20b7-4d06-8f13-83eea76b0b5a,Application,SIMCA,SIMCA,IOPS Product Development / Process Monitoring,,,,,,,,,,,,,,,,,,IOPS,,,,,,Digital Transformation,,,,,,,
ebd80ff8-633d-4134-9c6d-312c2a767584,Application,SIMCA Online,SIMCA Online,IOPS Product Development / Process Monitoring,,,,,,,,,,,,Yes,,,,,,IOPS,,,,,Global,Digital Transformation,,,,,,,
6d34920b-cf53-4ea0-b5ce-b35ed13c3a9b,Application,Simpleshow,Simpleshow,Foundational Capabilities / Knowledge and Content Management,,Okta SSO,,,,,,,,,,,,,,,,,,DO&PM,SimpleShow,,,,,,,,,,
47e81e15-f466-4b6b-85d7-e8605fbd9483,Application,SimplrOps,SimplrOps,,,,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,G&A IT / Sustainment,,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=aa87c48f1b32e950ba52baeedc4bcb52,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=7ff4fd73871535141db8ca2acebb35dc,,,
b3931ece-c132-44dc-a3ca-542eb70516cf,Application,Site Connect,Site Connect,~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking;~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking / Investigator Safety Alerts Management;~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking / Study Startup;~Global Patient Safety (GPS) / Case Evaluation and Reporting / Case Management / Global Safety Database,,Clinical Vault - Site Notification,,,,,,,,,Veeva Site Connect Phases 0-1 - Safety Letter Distribution,,,,,,,,,DO&PM;GPS,,,,,Global Clinical Operations Services - Documentation,,,,,,
b3931ece-c132-44dc-a3ca-542eb70516cf,Application,Site Connect,Site Connect,~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking;~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking / Investigator Safety Alerts Management;~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking / Study Startup;~Global Patient Safety (GPS) / Case Evaluation and Reporting / Case Management / Global Safety Database,,Okta SSO,,,,,,,,,Veeva Site Connect Phases 0-1 - Safety Letter Distribution,,,,,,,,,DO&PM;GPS,,,,,Global Clinical Operations Services - Documentation,,,,,,
63fbeb8e-a4bd-4136-b86e-375711cdb2e6,Application,Site Contact Information,Site Contact Information,~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking;~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking / Study Startup,,Okta SSO,,,,,,,,,Appian Cloud Migration,,,,,,,,,DO&PM,,,,,Principal Investigators;Site Start Up,,,,,,
dda48728-62aa-45b3-adfa-3d5cb3839317,Application,Site Feasibility Application,Site Feasibility Application,Collaborations & Touchpoints / DO&PM;~Development Operations & Portfolio Management (DO & PM) / Drug Development Project and Portfolio Management / Study Planning and Scheduling,,,,,,,,,,,WCG Site Feasibility Application Re-Platform,,,,,,,,,DO&PM;RA,WCG Clinical,,,,Global Trial Optimization,,,,,appropriate,adequate
1f30df71-83e1-4c72-b1ef-0ad5e0defc3b,Application,SkillSurvey,SkillSurvey,Talent Acquisition / Recruiting,,SkillSurvey SkillSurvey Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Talent Acquisition,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=19579cb013e77a04be0b58222244b0f5,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=7bf4fd73871535141db8ca2acebb35dd,,,
166a0c90-84bf-4039-adcb-d39432b9a80a,Application,SmartQC [SaaS Component],SmartQC [SaaS Component],IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
1df1db38-8ba0-4b0b-b68b-722b5168676a,Application,SmartSheet,SmartSheet,Foundational Capabilities / Knowledge and Content Management,,,,,,,,,,,,,,,,,,IOPS,,DO&PM,SmartSheet,,Global,,Enterprise,,,,,appropriate,adequate
ef04ddce-28c5-493f-97d9-3a2787b4c187,Application,SmartSkin Quantifeel Pharma,SmartSkin Quantifeel Pharma,IOPS Product Development / Process Characterization,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
fcd9474f-f6cd-4050-a1c5-64be67c545d5,Application,Softmax Pro 7  / GxP Admin,Softmax Pro 7  / GxP Admin,IOPS Quality Control,,,,,,,,,,,IOPS - GLO RCM Integration Program / IOPS - GLO RCM Softmax Integration,Yes,,,,,,IOPS,,,,,,,,,,,,,
eedc5d01-ec9c-4aeb-965f-5637e5aa1480,Application,SolarWinds - REN,SolarWinds - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
4a3981a6-e62b-4f12-9586-7d31e0e41037,Application,SolarWinds - TL,SolarWinds - TL,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
994b2843-df95-4fce-87ef-9708236a8197,Application,SolidWorks,SolidWorks,IOPS Product Development / Product Specification Management,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
f1eaf046-f599-4635-83cc-0837c533cdcd,Application,SolidWorks - IOPS,SolidWorks - IOPS,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
0c15470b-4909-48c8-b4cf-0e8855defc2a,Application,Sparc-Amplify,Sparc-Amplify,Talent Acquisition / Recruiting,Job Marketing,Sparc Sparc Application Hosting,,,,,,,,,Career Site Replacement,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Talent Acquisition,yellow,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=4e324cfd1b016d1879027669cc4bcb3a,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=fbf4fd73871535141db8ca2acebb35f1,,appropriate,
0f45face-07b7-4e66-be33-e6410dcc73c1,Application,Spectrum ES,Spectrum ES,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
6028bc8d-e4fa-4078-b221-c43c7bd9f465,Application,SPM Condmaster Ruby,SPM Condmaster Ruby,"Real Estate & Facilities Management / Facilities Operations and Maintenance / Heating and Cooling, Power, Lighting, Elevators, Plumbing",,,,,,,,,,,,,,,,,,Real Estate & Facilities Mgmt,,,,,,,Real Estate & Facilities Mgmt,green,539ae7aedb7024103c9ec245059619b8,,,perfect,fullyAppropriate
66bb0024-f55a-4fd6-bc30-4cdfa71ca331,Application,SPOR,SPOR,~Regulatory / Health authority content,,,,,,,,,,,,,,,,,,,,RA,,,,,Regulatory,,,,,appropriate,adequate
98ee156c-bcbf-402e-807d-0019d7a393c7,Application,SQL Server Integration Services,SQL Server Integration Services,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
64155c38-2a6a-428a-818e-759cf62ed027,Application,StartingPoint,StartingPoint,Foundational Capabilities;~Regulatory / Submission content,,,,,,,,,,,,,,,,,,,,GPS;RA,,,,,Regulatory,,,,,appropriate,adequate
0863bc7f-0343-4787-b025-afb56b191b40,Application,STAT,STAT 6.3.0,,,,,,,,,,,,,,,,,,,G&A IT,,,,,,G&A IT,G&A IT,yellow,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=5c6734fe1bcd001007138596dc4bcba1,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=b3f4fd73871535141db8ca2acebb35f7,,,
01941e09-bf02-4be9-82b4-dacf3e21dd21,Application,STATLIA MATRIX,STATLIA MATRIX,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
7c62b654-d64f-4256-ab1d-192142d8237e,Application,STATLIA32,STATLIA32,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
42a08fd7-dbda-414a-9b05-1c82c3ba17a8,Application,SteepRock,SteepRock,Collaborations & Touchpoints / External Partners & Vendors,,,,,,,,,,,,,,,,,,,,MA,,,,,Allergy and Immunology,,,,,appropriate,adequate
7fa9566a-64c4-4d5b-8de1-061dce018813,Application,StoneLock,StoneLock,Manage Corporate Security / Incident Management / Identify Incidents;Manage Corporate Security / Incident Management / Monitor Incidents,,,,,,,,,,,,,,,,,,Law,,,,,,,Law / Legal Security,green,,,,appropriate,fullyAppropriate
7f89bd09-3f75-4b71-a70d-b9881e8f589b,Application,Storyline 360,Storyline 360,Talent Development / Learning Management;~Development Operations & Portfolio Management (DO & PM) / Shared Services / Training,,Articulate Articulate Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,DO&PM,,,,Business Owned;G&A IT,GD Learning Center of Excellence (LCoE);Human Resources / Talent Development,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=e81ee5371ba1245046a7da4cbc4bcb43,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=b3f4fd73871535141db8ca2acebb35fa,,,
6fb942e1-9343-4526-bb9a-5748ce9cdd88,Application,Strategic Planning Teams Site,Strategic Planning Teams Site,~Global Medical Affairs (GMA) / Strategic Planning,,,,,,,,,,,,,,,,,,,,MA,,,,,Strategic Planning,,,,,appropriate,adequate
49f1295c-4872-46cc-a22a-bdefcc8ec6dd,Application,Strider Intel,Strider Intel,Maintain and Enhance Ethics & Compliance / Manage Third Party Risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a23c612-f169-42c8-9432-0ba0d9d273b0,Application,Study Daily Report (SP),Study Daily Report (SP),Foundational Capabilities,,,,,,,,,,,,,,,,,,,,ECD,,,,,ECD,,,,,appropriate,adequate
d248dadd-6fa4-40a1-805d-a30f4605437e,Application,StudyOptimizer,StudyOptimizer,~Development Operations & Portfolio Management (DO & PM) / Drug Development Project and Portfolio Management;~Development Operations & Portfolio Management (DO & PM) / Drug Development Project and Portfolio Management / Study Planning and Scheduling,,,,,,,,,,,,,,,,,,,,DO&PM,IQVIA,,,,Global Trial Optimization,,,,,appropriate,adequate
78160da1-d274-4cbf-87df-a5cefd62390d,Application,SupplyPro,SupplyPro,IOPS Plant Management,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
0000b951-c933-4175-8070-5667a606f752,Application,Survey Monkey,Survey Monkey,Talent Development / Employee Engagement,,,,,,,,,,,,,,,,,,Enterprise,,,,,,Business Owned;G&A IT,Human Resources,,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_discovered.do?sys_id=f503fd7f1ba1245046a7da4cbc4bcb53,,,,
30016a77-8a0c-4b12-9b73-4a9ca625b9f0,Application,SynTQ,SynTQ,IOPS Product Development / Process Analytical Technology and automated process control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7501d2d-abac-4cc2-b285-26dd2f4e0fd2,Application,Tableau,Tableau,Foundational Capabilities;Foundational Capabilities / Reporting and Analytics,,,,,,,,,,,,,,,,,,,,DO&PM;MA,Tableau,,,,Enterprise;Medical Affairs,,,,,appropriate,adequate
59790d00-ff22-4b46-96ae-dd91748e24bf,Application,Talend,Talend,Foundational Capabilities,,,,,,,,,,,,,,,,,,,,ECD,,,,,ECD,,,,,appropriate,adequate
5ef14868-9994-468e-8908-5f55f8ea784a,Application,TalentHub,TalentHub,Foundational Capabilities;IOPS Enterprise Support / Talent Mgmt,,,,,,,,,,,,,,HR Owned,HR - Corp Compliance,,,,,ECD,,,,,Enterprise,,,,,appropriate,adequate
21f25a81-32fc-4627-9719-4c31e835ce79,Application,TalentHub [Platform],TalentHub [Platform],,,Ping Federate SSO,,,,,,,,,Replace SumTotal Integrations;Workday Demand Backlog,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Talent Development,yellow,,,TalentHub [Platform] / TalentHub (Learning);TalentHub [Platform] / TalentHub (Performance Mgmt.),,
21f25a81-32fc-4627-9719-4c31e835ce79,Application,TalentHub [Platform],TalentHub [Platform],,,Sumtotal Application Hosting,,,,,,,,,Replace SumTotal Integrations;Workday Demand Backlog,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Talent Development,yellow,,,TalentHub [Platform] / TalentHub (Learning);TalentHub [Platform] / TalentHub (Performance Mgmt.),,
93a539f4-7504-4e78-9a57-532aa63e2070,Application,TalentHub (Learning),TalentHub [Platform] / TalentHub (Learning),IOPS Quality Assurance / Technical Training (Learning Management);Talent Development / Learning Management,,,,,,,,,,,,No,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Talent Development,yellow,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=e3eeca5e4f6dd2000127d0af0310c75a,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_business_app.do?sys_id=c805fd73871535141db8ca2acebb35ff,,insufficient,fullyAppropriate
f81d0ef7-2cdd-42dd-ab2a-e8f98bfd6174,Application,TalentHub (Performance Mgmt.),TalentHub [Platform] / TalentHub (Performance Mgmt.),IOPS Enterprise Support / Performance Management;Talent Development / Performance Management,,,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Talent Development,yellow,,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_business_app.do?sys_id=840531b3871535141db8ca2acebb3500,,insufficient,fullyAppropriate
60deba48-88ef-4c7e-8948-492b18e78042,Application,Tealbook,Tealbook,,,Tealbook Tealbook SaaS Hosting,,,,,,,,,,,,,,,,,,,,,,,0604 - Strategic Sourcing & Procurement;Financial Services / Global Procurement,,,,,,
144cc941-a213-4d7e-b3c3-1c6c98ed572c,Application,Team Foundation Server,Team Foundation Server,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
894310e5-4972-4225-b5a8-721ae4107e76,Application,Teams,Teams,Collaborations & Touchpoints / External Partners & Vendors;Foundational Capabilities;IOPS Enterprise Support / Collaboration;IOPS Enterprise Support / Portfolio Mgmt;IOPS Product Development / Technical Transfer;IOPS Quality Assurance / Change Control;IOPS Quality Assurance / Deviation Management;~GD Quality Operations (GDQ) / Quality Management / Inspection Management,,,,,,,,,,,,,,,,,,,,ECD;MA;Quality,Microsoft,,,,Enterprise;Quality,,,,,appropriate,adequate
2131126b-39da-42e8-8fef-84daec13d28e,Application,Tempel Lane Automation SQL Reporting Services SSRS,Tempel Lane Automation SQL Reporting Services SSRS,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
3b31d353-6c97-44c3-9524-27aff8ea7176,Application,Tempus Portfolio Resource Management,Tempus Portfolio Resource Management,,,,,,,,,,,,,No,,,,,,IOPS,,,,,Global,,,,,,,,
dac2b75e-828b-4ce9-a135-08e86489cc31,Application,Tempus Resource,Tempus Resource,Core HR / Project Management;Core HR / Resource Management,Project;Project Resource,ProSymmetry Tempus Resource SaaS Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / PMO,,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=35a5e28a870dce10273eed783cbb35a8,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=403fb287879c0614273eed783cbb35a3,,,
55774ec4-e213-483d-b305-15ab1e3dc1b1,Application,testXpert III,testXpert III,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
12e3404a-dd8f-46b0-ba21-31ad36343c21,Application,Tetrascience,Tetrascience,,,,,,,,,,,,,,,R&pD Owned,,,,R&pD IT,,,,,,R&pD IT,,,,,,,
45c85b0e-570e-4fec-b314-53388e697719,Application,Textio Flow,Textio Flow,Talent Acquisition / Recruiting,,Ping One SSO,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Talent Acquisition,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=6c1ee5371ba1245046a7da4cbc4bcb51,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=c40531b3871535141db8ca2acebb3505,,,
45c85b0e-570e-4fec-b314-53388e697719,Application,Textio Flow,Textio Flow,Talent Acquisition / Recruiting,,Textio Chrome Extension,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Talent Acquisition,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=6c1ee5371ba1245046a7da4cbc4bcb51,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=c40531b3871535141db8ca2acebb3505,,,
45c85b0e-570e-4fec-b314-53388e697719,Application,Textio Flow,Textio Flow,Talent Acquisition / Recruiting,,Textio Outlook Plugin,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Talent Acquisition,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=6c1ee5371ba1245046a7da4cbc4bcb51,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=c40531b3871535141db8ca2acebb3505,,,
45c85b0e-570e-4fec-b314-53388e697719,Application,Textio Flow,Textio Flow,Talent Acquisition / Recruiting,,Textio Textio Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Talent Acquisition,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=6c1ee5371ba1245046a7da4cbc4bcb51,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=c40531b3871535141db8ca2acebb3505,,,
45c85b0e-570e-4fec-b314-53388e697719,Application,Textio Flow,Textio Flow,Talent Acquisition / Recruiting,,Textio Textio SaaS Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Talent Acquisition,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=6c1ee5371ba1245046a7da4cbc4bcb51,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=c40531b3871535141db8ca2acebb3505,,,
315ee5cb-3a43-4dfd-8a59-05863feb0f22,Application,The Academy (Training Portal) (SP),The Academy (Training Portal) (SP),Collaborations & Touchpoints / DO&PM,,,,,,,,,,,,,,,,,,,,GPS,,,,,Global Development Training,,,,,appropriate,adequate
fd0c73bf-e3f9-422c-9bd0-6e09d475aaa3,Application,Thomson Reuters Legal Tracker (Serengeti),Thomson Reuters Legal Tracker (Serengeti),Protect Intellectual Property / Manage Outside Counsel,,,,,,,,,,,,,,,,,,Law,,,,,,,Law / Patent Management,green,e167b9c86feff6c06ea3d4a21c3ee4f9,,,perfect,fullyAppropriate
e6f10649-0082-4ac9-89e5-ac9cfdaee9ed,Application,Thomson Reuters ONESOURCE (Tax),Thomson Reuters ONESOURCE (Tax),Tax,,,,,,,,,,,,,,,,,,G&A IT - Financial Services,,,,,,Business Owned;G&A IT;SOX,Financial Services / Tax,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=e2bc16cc6fa77ac06ea3d4a21c3ee418,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=b994869edb7ca0103c9ec2450596190d,,,
b6b266fc-8245-4a29-8771-04c16c11e635,Application,Tiamo,Tiamo,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
0fd64e87-1cc9-4650-8004-2b65ce9f0d37,Application,Tiamo (QC),Tiamo (QC),IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
a52c3164-f7f6-4efe-b73c-258febf8cc05,Application,Tiamo - QC (REN),Tiamo - QC (REN),IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
dd4dd8ee-5739-4645-9e05-be7edf8457d6,Application,Tiamo - QC (RHN),Tiamo - QC (RHN),IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
4b8711f2-860c-4163-aabe-bd467036c879,Application,Tiamo - RM (REN),Tiamo - RM (REN),,,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
f3ef0274-99ae-4058-8f1f-068c7f8fbfea,Application,TIBCO Spotfire (Raheen),TIBCO Spotfire (Raheen),,,,,,,,,,,,,No,,,,,,IOPS,,,,,IE,,,,,,,,
18908785-7ea2-4d71-aeab-5234636adb44,Application,TIBCO Spotfire (REN),TIBCO Spotfire (REN),IOPS Product Development / Process Monitoring;IOPS Quality Assurance / Deviation Management,,,,,,,,,,,,No,,,,,,IOPS,,,,,US,,,,,,,,
a9a04fc0-ceac-46e0-8be4-ffdb6e2126e7,Application,Time Calculation Utility,Time Calculation Utility,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
7f78b002-f957-4cd8-a9d3-63db77187678,Application,TIMER PRO Global,TIMER PRO Global,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
7e503994-de48-4adb-8d55-90d5855fe422,Application,Titan,Titan,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
79ff3789-ba33-460f-91fd-3c6d94cd177e,Application,TL FL03 EMS,TL FL03 EMS,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
99f55e34-0403-498f-b91a-b89a97ae8d4e,Application,TL OT Managed Switches,TL OT Managed Switches,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
b1910a8b-4f3b-4f29-aa41-7b9ef03e438f,Application,TOC Analyzer,TOC Analyzer,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
5048d43e-53a1-469d-92b0-729edeb4ee02,Application,ToolBox,ToolBox,~Regulatory / Submission development,,,,,,,,,,,,,,,,,,,,RA,,,,,Regulatory,,,,,appropriate,adequate
f787b176-8af8-4e38-9b78-6f2d126632f8,Application,TOPS Pro (Pallet design) - Prod - IOPS,TOPS Pro (Pallet design) - Prod - IOPS,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
279996f9-c1ec-4554-a3aa-669103882bc9,Application,Tracelink,Tracelink,IOPS Product Manufacturing / Product Serialization,,,,,,,,,,,IOPS - REN B17 Fill Finish Program Plan / IOPS - REN B17 Dupixent Serialization,Yes,,,,IFF - Steve,,IOPS,,,,,,Digital Transformation,IOPS - B17;IOPS - EM,,,,Empty,,
3d23357e-f4f7-4ea9-9842-3de2983a4b00,Application,Trackforce,Trackforce,Manage Corporate Security / Physical Security / Guard Management,,,,,,,,,,,,,,,,,,Law,,,,,,,Law / Legal Security,grey,,,,appropriate,fullyAppropriate
706ec752-e4b3-49e8-ad50-65453aab6343,Application,Training Qualification Gateway,Training Qualification Gateway,IOPS Quality Assurance / Technical Training (Learning Management),,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
7de6b49b-23bc-4cc8-b42d-e030dd5239e4,Application,Traka,Traka,IOPS Plant Management / Key Management,,,,,,,,,,,,,,,,,,IOPS,,,,,,Digital Transformation,,,,,,,
